256,5,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,40
257,7,6,1,0,0,0,0,2,0,0,0,2,0,0,0,0,40
258,6,12,0,1,1,0,0,3,0,0,0,0,0,0,1,0,40
259,6,9,2,0,0,0,1,8,2,0,0,0,0,0,0,0,40
260,13,11,1,4,0,0,0,7,5,0,0,3,0,0,0,0,40
261,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,40
262,14,6,0,2,1,0,1,3,0,0,0,0,0,0,0,0,30
263,8,3,0,1,0,0,0,5,0,0,1,0,0,0,0,0,34
264,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
265,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,18
266,4,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,19
267,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,23
268,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
269,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
270,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,40
271,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15
272,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
276,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
277,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4
278,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
281,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
210,6,2,2,2,0,1,1,10,0,0,0,1,1,0,0,0,40
211,8,2,0,1,0,0,0,6,2,0,0,0,0,0,0,0,40
213,0,0,0,0,0,0,1,9,8,0,0,2,0,0,0,2,40
214,10,4,0,5,0,0,0,6,0,1,0,0,0,0,0,0,40
215,1,3,0,2,0,0,0,0,5,0,0,1,0,0,0,1,40
216,9,1,0,0,0,0,0,5,2,0,0,0,0,0,0,0,34
217,6,3,0,3,0,0,1,8,3,1,0,3,0,0,0,0,40
218,4,2,0,0,0,0,4,11,15,0,1,2,0,0,0,0,40
219,1,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,14
220,5,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,24
221,11,2,0,0,0,0,1,5,2,0,0,0,0,0,0,0,22
224,21,5,0,1,0,0,0,7,0,0,0,0,0,0,0,0,40
225,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
227,8,2,0,0,0,0,0,9,2,0,0,1,0,0,0,0,40
228,0,1,0,0,0,0,0,12,16,0,0,0,0,0,0,1,40
229,7,1,0,3,0,0,0,10,6,0,1,1,0,0,0,0,40
230,6,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,18
231,1,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,11
233,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3
234,0,1,0,1,0,0,0,4,2,0,0,0,0,0,0,0,13
236,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,16
237,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6
238,6,0,0,0,0,0,0,6,2,0,0,1,0,0,0,0,17
239,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
241,18,8,0,5,0,0,0,4,0,0,1,1,0,0,0,1,40
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
245,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
247,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
249,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9
251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
252,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12
253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
255,8,8,1,0,2,0,1,4,3,0,0,1,0,0,0,0,40
